"","SSL SCORE","PREDICTOR RAT AGE AT LATEST ARREST","PREDICTOR RAT VICTIM SHOOTING INCIDENTS","PREDICTOR RAT VICTIM BATTERY OR ASSAULT","PREDICTOR RAT ARRESTS VIOLENT OFFENSES","PREDICTOR RAT GANG AFFILIATION","PREDICTOR RAT NARCOTIC ARRESTS","PREDICTOR RAT TREND IN CRIMINAL ACTIVITY","PREDICTOR RAT UUW ARRESTS","SEX CODE CD","RACE CODE CD","WEAPON I","DRUG I","AGE GROUP","AGE TO","STOP ORDER NO","PAROLEE I","LATEST DATE","LATEST DIST","MAJORITY DIST","DLST","LATEST DIST RES","WEAPONS ARR CNT","LATEST WEAPON ARR DATE","NARCOTICS ARR CNT","LATEST NARCOTIC ARR DATE","IDOC RES CITY","IDOC RES STATE CODE","IDOC RES ZIP CODE","IDOC CPD DIST","CPD ARREST I","DOMESTIC ARR CNT","LATEST DOMESTIC ARR DATE","AGE CURR","SSL LAST PTV DATE","TRAP STATUS","RAW SSL SCORE","HEAT SCORE","RAW_HEAT_SCORE","STATUS I","PRE RAW HEAT SCORE","TRAP FLAGS","SSL FLAGS","LATITUDE","LONGITUDE","CENSUS TRACT","COMMUNITY AREA","LOCATION","District"
"129",500,"less than 20",1,2,2,1,5,-0.1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,7,7,NA,7,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12979,500,0.12979,"Y",12979,NA,NA,41.7830686192513,-87.6667314610418,17031670700,"WEST ENGLEWOOD","(41.7830686192513, -87.6667314610418)",7
"130",500,"less than 20",2,2,3,1,2,1.3,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,7,NA,7,2,2015,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12836,500,0.12836,"Y",12836,NA,7,41.7739015997363,-87.6713493318313,17031671300,"WEST ENGLEWOOD","(41.7739015997363, -87.6713493318313)",7
"131",500,"less than 20",1,1,3,1,4,0.7,0,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,7,"IL",7,1,2011,2,2016,"CHICAGO","IL",60636,NA,"Y",NA,NA,"20-30",2014,3,0.12672,500,0.12672,"Y",12672,7,NA,41.7614010307563,-87.6564480762626,17031671800,"WEST ENGLEWOOD","(41.7614010307563, -87.6564480762626)",7
"132",500,"less than 20",2,2,4,1,1,-0.3,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,7,NA,7,2,2013,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.13284,500,0.13284,"Y",13284,NA,NA,41.7611983245043,-87.6711281267879,17031672000,"WEST ENGLEWOOD","(41.7611983245043, -87.6711281267879)",7
"133",500,"less than 20",0,0,8,1,0,-1.1,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2015,7,7,NA,7,1,2013,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13418,500,0.13418,"Y",13418,NA,7,41.7613256478098,-87.661280244846,17031671900,"WEST ENGLEWOOD","(41.7613256478098, -87.661280244846)",7
"134",500,"20-30",3,3,1,1,2,-0.3,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,7,7,NA,7,2,2015,5,2013,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",2014,3,0.12989,500,0.12989,"Y",12989,NA,NA,41.7611983245043,-87.6711281267879,17031672000,"WEST ENGLEWOOD","(41.7611983245043, -87.6711281267879)",7
"135",500,"less than 20",1,2,0,0,0,0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,7,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.14194,500,0.14194,"Y",14194,NA,NA,41.7760398688736,-87.6495479476521,17031681000,"ENGLEWOOD","(41.7760398688736, -87.6495479476521)",7
"136",500,"20-30",0,10,1,0,0,0.3,1,"F","BLK","N","N","20-30","20-30",NA,NA,2015,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.14731,500,0.14731,"Y",14731,NA,7,41.7722988883852,-87.6567361172318,17031834900,"WEST ENGLEWOOD","(41.7722988883852, -87.6567361172318)",7
"137",500,"less than 20",0,0,6,1,0,-2.6,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,12,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13078,500,0.13078,"Y",13078,NA,NA,41.8704156932424,-87.6750793725433,17031838200,"NEAR WEST SIDE","(41.8704156932424, -87.6750793725433)",7
"138",499,"less than 20",0,0,0,0,0,1.4,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,6,7,"IL",7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12649,499,0.12649,"Y",12649,NA,NA,41.7471101006563,-87.6568839344924,17031710700,"AUBURN GRESHAM","(41.7471101006563, -87.6568839344924)",7
"139",496,"less than 20",1,1,3,1,1,0.9,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,7,4,NA,7,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12608,496,0.12608,"Y",12608,NA,NA,41.768669053482,-87.6290140370714,17031690300,"GREATER GRAND CROSSING","(41.768669053482, -87.6290140370714)",7
"140",495,"less than 20",1,1,5,1,0,-1.4,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,7,7,NA,7,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12584,495,0.12584,"Y",12584,NA,NA,41.7760398688736,-87.6495479476521,17031681000,"ENGLEWOOD","(41.7760398688736, -87.6495479476521)",7
"141",491,"less than 20",2,2,2,1,0,0.1,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,7,8,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12512,491,0.12512,"Y",12512,NA,8,41.7613256478098,-87.661280244846,17031671900,"WEST ENGLEWOOD","(41.7613256478098, -87.661280244846)",7
"142",488,"less than 20",0,0,4,1,1,3.1,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,2,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2014,"less than 20",NA,NA,0.12449,488,0.12449,"Y",12449,NA,NA,41.8038481232785,-87.6211977584762,17031381800,"GRAND BOULEVARD","(41.8038481232785, -87.6211977584762)",7
"143",488,"less than 20",1,1,0,0,0,-1,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,8,8,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12452,488,0.12452,"Y",12452,NA,NA,41.7736411346651,-87.6932655434806,17031660800,"CHICAGO LAWN","(41.7736411346651, -87.6932655434806)",7
"144",488,"less than 20",1,1,0,1,6,0.6,0,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,7,NA,7,1,2012,3,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12452,488,0.12452,"Y",12452,NA,NA,41.7764306855042,-87.6376305738311,17031680900,"ENGLEWOOD","(41.7764306855042, -87.6376305738311)",7
"145",500,"20-30",0,9,1,1,0,1,0,"M","WHI","N","N","20-30","20-30",NA,NA,2016,31,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"N",1,2008,"20-30",NA,NA,0.14511,500,0.14511,"Y",14511,NA,8,NA,NA,NA,NA,NA,8
"146",500,"less than 20",1,2,1,1,3,1,0,"M","WHI","N","N","less than 20","less than 20",NA,NA,2016,31,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",2015,NA,0.12982,500,0.12982,"Y",12982,NA,8,NA,NA,NA,NA,NA,8
"147",500,"less than 20",1,1,4,1,0,1.9,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,20,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12708,500,0.12708,"Y",12708,NA,NA,41.980235379757,-87.651605346688,17031030706,"EDGEWATER","(41.980235379757, -87.651605346688)",8
"148",500,"less than 20",0,3,2,1,0,1.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,4,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.13473,500,0.13473,"Y",13473,NA,4,41.7356326582377,-87.5595142470003,17031460600,"SOUTH CHICAGO","(41.7356326582377, -87.5595142470003)",8
"149",500,"less than 20",0,1,3,1,2,0.1,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,9,8,NA,8,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13556,500,0.13556,"Y",13556,NA,8,41.8173979504284,-87.6920314499065,17031580600,"BRIGHTON PARK","(41.8173979504284, -87.6920314499065)",8
"150",500,"less than 20",1,3,3,1,2,0.4,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.14312,500,0.14312,"Y",14312,NA,8,41.7899652382007,-87.6985724502376,17031630800,"GAGE PARK","(41.7899652382007, -87.6985724502376)",8
"151",500,"less than 20",1,3,1,1,2,-0.7,0,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,8,8,NA,8,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.13421,500,0.13421,"Y",13421,NA,8,41.7899652382007,-87.6985724502376,17031630800,"GAGE PARK","(41.7899652382007, -87.6985724502376)",8
"152",500,"less than 20",0,0,5,1,1,0.8,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,8,8,NA,8,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13562,500,0.13562,"Y",13562,NA,NA,41.7898114642651,-87.7083654952391,17031630900,"GAGE PARK","(41.7898114642651, -87.7083654952391)",8
"153",500,"less than 20",0,1,12,1,0,0.4,1,"M","WHI","N","N","less than 20","less than 20",NA,NA,2014,8,9,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.12995,500,0.12995,"Y",12995,NA,9,41.7822221207173,-87.7302251914776,17031650200,"WEST LAWN","(41.7822221207173, -87.7302251914776)",8
"154",500,"less than 20",0,0,9,1,0,-0.5,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13902,500,0.13902,"Y",13902,NA,NA,41.7772871627802,-87.6933405804616,17031660600,"CHICAGO LAWN","(41.7772871627802, -87.6933405804616)",8
"155",500,"20-30",0,0,2,1,6,0.2,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,8,8,"IL",8,1,2012,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12705,500,0.12705,"Y",12705,NA,8,41.7772871627802,-87.6933405804616,17031660600,"CHICAGO LAWN","(41.7772871627802, -87.6933405804616)",8
"156",500,"less than 20",2,2,3,1,3,-1.4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,8,8,NA,8,NA,NA,3,2016,NA,NA,NA,NA,"Y",1,2015,"less than 20",2014,NA,0.13992,500,0.13992,"Y",13992,NA,8,41.7772871627802,-87.6933405804616,17031660600,"CHICAGO LAWN","(41.7772871627802, -87.6933405804616)",8
"157",500,"less than 20",2,2,4,1,0,-0.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.1341,500,0.1341,"Y",13410,NA,NA,41.7681040642885,-87.6979986988016,17031660900,"CHICAGO LAWN","(41.7681040642885, -87.6979986988016)",8
"158",495,"less than 20",2,2,0,1,3,-0.2,0,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,8,8,NA,8,NA,NA,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.1258,495,0.1258,"Y",12580,NA,NA,41.7828494823231,-87.6860492260344,17031835000,"CHICAGO LAWN","(41.7828494823231, -87.6860492260344)",8
"159",489,"20-30",2,2,2,1,1,-0.8,2,"M","BLK","Y","Y","20-30","20-30",NA,NA,2014,8,8,NA,8,3,2014,1,2007,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",2016,3,0.12468,489,0.12468,"Y",12468,NA,NA,41.7681040642885,-87.6979986988016,17031660900,"CHICAGO LAWN","(41.7681040642885, -87.6979986988016)",8
"160",482,"less than 20",0,0,4,1,2,2.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,7,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1235,482,0.1235,"Y",12350,NA,NA,41.7722988883852,-87.6567361172318,17031834900,"WEST ENGLEWOOD","(41.7722988883852, -87.6567361172318)",8
"161",475,"less than 20",0,0,3,1,3,0.6,1,"M","BLK","N","N","less than 20","less than 20",299992345,NA,2015,2,2,"IL",8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12221,475,0.12221,"Y",12221,NA,2,41.7910414693395,-87.6231791462295,17031400500,"WASHINGTON PARK","(41.7910414693395, -87.6231791462295)",8
"162",475,"less than 20",2,2,2,1,0,0.5,0,"M","BLK","N","N","less than 20","less than 20",299992367,NA,2016,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12213,475,0.12213,"Y",12213,NA,NA,41.7736411346651,-87.6932655434806,17031660800,"CHICAGO LAWN","(41.7736411346651, -87.6932655434806)",8
"163",474,"less than 20",0,0,3,1,1,-0.3,1,"M","BLK","Y","N","less than 20","less than 20",299989378,NA,2016,6,6,NA,8,2,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12198,474,0.12198,"Y",12198,NA,6,41.7437210533708,-87.61954268966,17031440300,"CHATHAM","(41.7437210533708, -87.61954268966)",8
"164",473,"less than 20",0,0,5,1,1,-1.6,1,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2016,"less than 20",NA,NA,0.12169,473,0.12169,"Y",12169,NA,NA,41.7622190158048,-87.7320352255488,17031650500,"WEST LAWN","(41.7622190158048, -87.7320352255488)",8
"165",500,"less than 20",0,2,3,1,0,2.7,1,"M","WHI","Y","N","less than 20","less than 20",NA,NA,2016,18,9,NA,9,1,2011,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12709,500,0.12709,"Y",12709,NA,9,41.9221530759139,-87.6294059796152,17031071400,"LINCOLN PARK","(41.9221530759139, -87.6294059796152)",9
"166",500,"20-30",4,3,0,1,0,-1.1,0,"M","WHI","Y","Y","20-30","20-30",NA,"Y",2014,9,9,NA,9,1,2011,1,2011,"CHICAGO","IL",60632,NA,"Y",NA,NA,"20-30",2016,4,0.13768,500,0.13768,"Y",13768,NA,NA,41.80499398607,-87.6624413702727,17031611200,"NEW CITY","(41.80499398607, -87.6624413702727)",9
"167",500,"less than 20",2,2,4,1,1,-0.5,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,7,NA,9,1,2012,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.13175,500,0.13175,"Y",13175,NA,7,41.7739015997363,-87.6713493318313,17031671300,"WEST ENGLEWOOD","(41.7739015997363, -87.6713493318313)",9
"168",500,"less than 20",1,5,2,1,0,-0.9,1,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,9,9,"IL",9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2012,NA,0.13233,500,0.13233,"Y",13233,NA,9,41.8075337539694,-87.6983043177941,17031842800,"BRIGHTON PARK","(41.8075337539694, -87.6983043177941)",9
"169",498,"less than 20",1,1,2,1,0,1.2,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,7,9,NA,9,1,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12631,498,0.12631,"Y",12631,NA,NA,41.7902996795158,-87.6717697753114,17031670400,"WEST ENGLEWOOD","(41.7902996795158, -87.6717697753114)",9
"170",490,"less than 20",0,0,6,1,0,-2.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,9,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12498,490,0.12498,"Y",12498,NA,NA,41.7977430832805,-87.6598226390789,17031611900,"NEW CITY","(41.7977430832805, -87.6598226390789)",9
"171",488,"less than 20",2,2,2,1,0,-0.1,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,9,9,NA,9,1,2012,NA,NA,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",2016,3,0.12457,488,0.12457,"Y",12457,NA,NA,41.8174936510881,-87.686845933792,17031580700,"BRIGHTON PARK","(41.8174936510881, -87.686845933792)",9
"172",487,"less than 20",0,0,6,1,0,1.6,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,9,9,NA,9,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12432,487,0.12432,"Y",12432,NA,NA,41.8174936510881,-87.686845933792,17031580700,"BRIGHTON PARK","(41.8174936510881, -87.686845933792)",9
"173",478,"less than 20",1,1,4,0,0,-0.4,2,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2014,2,2,NA,9,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12267,478,0.12267,"Y",12267,NA,NA,41.827442891998,-87.6192486271976,17031839600,"DOUGLAS","(41.827442891998, -87.6192486271976)",9
"174",473,"20-30",2,4,0,1,1,-0.6,0,"M","WWH","N","Y","20-30","20-30",NA,NA,2013,8,9,"IL",9,NA,NA,1,2012,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.12179,473,0.12179,"Y",12179,NA,NA,41.7885020778333,-87.7915032586576,17031561000,"GARFIELD RIDGE","(41.7885020778333, -87.7915032586576)",9
"175",473,"less than 20",2,2,2,1,0,0.1,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2015,9,9,NA,9,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12171,473,0.12171,"Y",12171,NA,NA,41.8054467681376,-87.6786579122769,17031611500,"NEW CITY","(41.8054467681376, -87.6786579122769)",9
"176",471,"20-30",0,5,0,0,0,0,0,"F","BLK","N","N","20-30","20-30",NA,NA,2014,4,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.12137,471,0.12137,"Y",12137,NA,NA,41.7470840889336,-87.5573879006355,17031460302,"SOUTH CHICAGO","(41.7470840889336, -87.5573879006355)",9
"177",468,"less than 20",2,1,4,1,0,0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12088,468,0.12088,"Y",12088,NA,NA,41.8267718528863,-87.6993477310725,17031580200,"BRIGHTON PARK","(41.8267718528863, -87.6993477310725)",9
"178",467,"less than 20",0,1,1,1,1,3.8,1,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,9,9,NA,9,NA,NA,1,2011,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12073,467,0.12073,"Y",12073,NA,9,41.8251875881937,-87.7089339534429,17031580300,"BRIGHTON PARK","(41.8251875881937, -87.7089339534429)",9
"179",467,"less than 20",1,1,4,1,1,-1.2,4,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2015,9,9,NA,9,4,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2013,NA,0.12071,467,0.12071,"Y",12071,NA,9,41.8048929510037,-87.6721660676889,17031611400,"NEW CITY","(41.8048929510037, -87.6721660676889)",9
"180",467,"less than 20",1,1,2,1,5,0.7,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,7,9,NA,9,1,2013,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12061,467,0.12061,"Y",12061,NA,NA,41.7904247988812,-87.6620626547951,17031670200,"WEST ENGLEWOOD","(41.7904247988812, -87.6620626547951)",9
"181",459,"less than 20",2,2,1,1,0,0.2,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2015,9,12,NA,9,2,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.1193,459,0.1193,"Y",11930,NA,9,41.7992715007786,-87.6816687882252,17031630100,"GAGE PARK","(41.7992715007786, -87.6816687882252)",9
"182",458,"less than 20",0,0,3,1,3,1.2,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11899,458,0.11899,"Y",11899,NA,9,41.8174936510881,-87.686845933792,17031580700,"BRIGHTON PARK","(41.8174936510881, -87.686845933792)",9
"183",458,"less than 20",2,3,0,1,0,-0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2013,2,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,NA,0.11907,458,0.11907,"Y",11907,NA,NA,41.7998050178537,-87.6186825067215,17031836100,"WASHINGTON PARK","(41.7998050178537, -87.6186825067215)",9
"184",453,"less than 20",0,2,3,1,0,0.7,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2014,"less than 20",NA,NA,0.1182,453,0.1182,"Y",11820,NA,NA,41.80499398607,-87.6624413702727,17031611200,"NEW CITY","(41.80499398607, -87.6624413702727)",9
"185",500,"less than 20",0,0,1,1,19,1.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,"IL",10,NA,NA,3,2016,NA,NA,NA,NA,"Y",1,2015,"less than 20",NA,NA,0.14879,500,0.14879,"Y",14879,NA,15,41.8841436158676,-87.7478885103471,17031251800,"AUSTIN","(41.8841436158676, -87.7478885103471)",10
"186",500,"less than 20",0,2,6,1,1,1.2,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,10,"IL",10,1,2015,2,2016,NA,NA,NA,NA,"Y",2,2015,"less than 20",NA,NA,0.13914,500,0.13914,"Y",13914,NA,NA,41.8710297341066,-87.722814147921,17031260900,"WEST GARFIELD PARK","(41.8710297341066, -87.722814147921)",10
"187",500,"less than 20",1,0,5,1,2,1.7,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,10,2,2016,2,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.13932,500,0.13932,"Y",13932,NA,11,41.8714964060119,-87.6984896624458,17031271800,"EAST GARFIELD PARK","(41.8714964060119, -87.6984896624458)",10
"188",500,"less than 20",2,1,3,1,1,0.8,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,10,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,3,0.12764,500,0.12764,"Y",12764,NA,NA,41.8566665104523,-87.715730524644,17031292200,"NORTH LAWNDALE","(41.8566665104523, -87.715730524644)",10
"189",500,"less than 20",1,2,2,1,4,1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,10,10,"IL",10,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2016,"less than 20",2016,NA,0.12694,500,0.12694,"Y",12694,NA,10,41.8388061703167,-87.7195243969997,17031301702,"SOUTH LAWNDALE","(41.8388061703167, -87.7195243969997)",10
"190",500,"less than 20",3,4,2,1,3,-1.1,1,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2016,12,12,"IL",10,1,2012,1,2016,NA,NA,NA,NA,"Y",1,2011,"less than 20",2016,NA,0.14037,500,0.14037,"Y",14037,NA,12,41.8563100706661,-87.6442090724455,17031310200,"LOWER WEST SIDE","(41.8563100706661, -87.6442090724455)",10
"191",500,"less than 20",1,3,2,1,5,1.6,0,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,12,12,NA,10,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.13398,500,0.13398,"Y",13398,NA,12,41.8559337213076,-87.6685737461112,17031310800,"LOWER WEST SIDE","(41.8559337213076, -87.6685737461112)",10
"192",500,"20-30",2,2,0,1,14,2.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,"IL",10,NA,NA,6,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12971,500,0.12971,"Y",12971,NA,11,41.8716190530233,-87.7055524066645,17031837300,"EAST GARFIELD PARK","(41.8716190530233, -87.7055524066645)",10
"193",500,"less than 20",1,1,3,1,5,1.8,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,10,1,2016,4,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12742,500,0.12742,"Y",12742,NA,NA,41.8678232668258,-87.7008236241021,17031838600,"NORTH LAWNDALE","(41.8678232668258, -87.7008236241021)",10
"194",500,"less than 20",0,0,7,1,3,-1.3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,10,10,NA,10,NA,NA,1,2013,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12674,500,0.12674,"Y",12674,NA,10,41.8533390049858,-87.7143925741785,17031841400,"NORTH LAWNDALE","(41.8533390049858, -87.7143925741785)",10
"195",497,"less than 20",0,0,0,1,19,2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,10,NA,NA,5,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12628,497,0.12628,"Y",12628,NA,11,41.8770848228687,-87.7230963882771,17031260800,"WEST GARFIELD PARK","(41.8770848228687, -87.7230963882771)",10
"196",497,"less than 20",0,1,6,1,1,2.1,2,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,10,10,NA,10,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12626,497,0.12626,"Y",12626,NA,NA,41.8480720901093,-87.7124504054855,17031300700,"SOUTH LAWNDALE","(41.8480720901093, -87.7124504054855)",10
"197",495,"less than 20",1,0,5,1,0,0.4,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,31,10,NA,10,1,2015,NA,NA,NA,NA,NA,NA,"N",1,2015,"less than 20",2015,NA,0.12582,495,0.12582,"Y",12582,NA,10,NA,NA,NA,NA,NA,10
"198",495,"less than 20",1,1,5,1,0,0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,25,25,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12575,495,0.12575,"Y",12575,NA,NA,41.9128419292754,-87.7608407652558,17031250300,"AUSTIN","(41.9128419292754, -87.7608407652558)",10
