"","SSL SCORE","PREDICTOR RAT AGE AT LATEST ARREST","PREDICTOR RAT VICTIM SHOOTING INCIDENTS","PREDICTOR RAT VICTIM BATTERY OR ASSAULT","PREDICTOR RAT ARRESTS VIOLENT OFFENSES","PREDICTOR RAT GANG AFFILIATION","PREDICTOR RAT NARCOTIC ARRESTS","PREDICTOR RAT TREND IN CRIMINAL ACTIVITY","PREDICTOR RAT UUW ARRESTS","SEX CODE CD","RACE CODE CD","WEAPON I","DRUG I","AGE GROUP","AGE TO","STOP ORDER NO","PAROLEE I","LATEST DATE","LATEST DIST","MAJORITY DIST","DLST","LATEST DIST RES","WEAPONS ARR CNT","LATEST WEAPON ARR DATE","NARCOTICS ARR CNT","LATEST NARCOTIC ARR DATE","IDOC RES CITY","IDOC RES STATE CODE","IDOC RES ZIP CODE","IDOC CPD DIST","CPD ARREST I","DOMESTIC ARR CNT","LATEST DOMESTIC ARR DATE","AGE CURR","SSL LAST PTV DATE","TRAP STATUS","RAW SSL SCORE","HEAT SCORE","RAW_HEAT_SCORE","STATUS I","PRE RAW HEAT SCORE","TRAP FLAGS","SSL FLAGS","LATITUDE","LONGITUDE","CENSUS TRACT","COMMUNITY AREA","LOCATION","District"
"270",500,"20-30",4,4,1,1,1,-0.3,0,"M","BLK","N","N","20-30","20-30",NA,NA,2014,15,15,"IL",15,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.15201,500,0.15201,"Y",15201,NA,NA,41.8914065052047,-87.7518037239849,17031251600,"AUSTIN","(41.8914065052047, -87.7518037239849)",15
"271",500,"less than 20",1,1,0,1,10,-2.4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.13072,500,0.13072,"Y",13072,NA,NA,41.8914065052047,-87.7518037239849,17031251600,"AUSTIN","(41.8914065052047, -87.7518037239849)",15
"272",500,"less than 20",0,1,2,1,8,1.5,0,"M","BLK","N","Y","less than 20","less than 20",299991966,NA,2016,15,15,NA,15,NA,NA,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13556,500,0.13556,"Y",13556,NA,NA,41.8841436158676,-87.7478885103471,17031251800,"AUSTIN","(41.8841436158676, -87.7478885103471)",15
"273",500,"less than 20",1,0,1,1,19,3.6,0,"M","BLK","N","Y","less than 20","less than 20",NA,"Y",2016,15,15,"IL",15,NA,NA,5,2016,"CHICAGO","IL",60644,NA,"Y",NA,NA,"20-30",2016,NA,0.15112,500,0.15112,"Y",15112,NA,NA,41.8841436158676,-87.7478885103471,17031251800,"AUSTIN","(41.8841436158676, -87.7478885103471)",15
"274",500,"20-30",1,0,3,1,8,0.2,3,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,15,15,NA,15,2,2015,10,2015,"CICERO","IL",60804,NA,"Y",NA,NA,"20-30",2016,3,0.13085,500,0.13085,"Y",13085,NA,NA,41.8841436158676,-87.7478885103471,17031251800,"AUSTIN","(41.8841436158676, -87.7478885103471)",15
"275",500,"less than 20",0,0,0,1,10,2.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,6,2016,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",NA,NA,0.12958,500,0.12958,"Y",12958,NA,NA,41.8841436158676,-87.7478885103471,17031251800,"AUSTIN","(41.8841436158676, -87.7478885103471)",15
"276",500,"less than 20",0,0,3,1,9,1.4,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,2,2013,3,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13123,500,0.13123,"Y",13123,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",15
"277",500,"less than 20",2,2,1,1,8,-0.8,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,5,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,3,0.12928,500,0.12928,"Y",12928,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",15
"278",500,"less than 20",0,0,0,0,8,0.6,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,15,15,NA,15,NA,NA,3,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13937,500,0.13937,"Y",13937,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",15
"279",500,"less than 20",0,0,0,1,17,1.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,10,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1325,500,0.1325,"Y",13250,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",15
"280",500,"less than 20",1,1,2,1,9,2.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,7,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12716,500,0.12716,"Y",12716,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",15
"281",500,"less than 20",0,0,5,1,4,-1.2,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,1,2012,1,2013,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.14227,500,0.14227,"Y",14227,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",15
"282",500,"less than 20",0,0,1,1,15,0.9,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,7,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13777,500,0.13777,"Y",13777,NA,NA,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",15
"283",500,"less than 20",1,1,1,1,24,-1.1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,9,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2012,NA,0.15387,500,0.15387,"Y",15387,NA,15,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",15
"284",500,"less than 20",0,0,2,1,14,-2.9,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,15,NA,NA,3,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.14339,500,0.14339,"Y",14339,NA,15,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",15
"285",500,"less than 20",1,2,1,1,12,1.4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,15,NA,NA,5,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.13003,500,0.13003,"Y",13003,NA,15,41.8843707649354,-87.7233301776564,17031260100,"WEST GARFIELD PARK","(41.8843707649354, -87.7233301776564)",15
"286",500,"less than 20",0,0,2,1,13,-2.8,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,15,2,2016,5,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.14256,500,0.14256,"Y",14256,NA,NA,41.876663929806,-87.7377281698673,17031260500,"WEST GARFIELD PARK","(41.876663929806, -87.7377281698673)",15
"287",500,"less than 20",0,2,4,1,1,-0.2,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,19,20,NA,15,1,2015,2,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.14255,500,0.14255,"Y",14255,NA,20,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",15
"288",500,"less than 20",1,0,0,1,13,-4.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,15,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.1309,500,0.1309,"Y",13090,NA,15,41.8678232668258,-87.7008236241021,17031838600,"NORTH LAWNDALE","(41.8678232668258, -87.7008236241021)",15
"289",500,"20-30",0,1,2,1,4,-1.3,2,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,20,19,NA,16,2,2016,7,2013,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",NA,NA,0.12997,500,0.12997,"Y",12997,NA,NA,41.9727092431077,-87.657341016614,17031031200,"UPTOWN","(41.9727092431077, -87.657341016614)",16
"290",480,"less than 20",1,3,2,1,2,0.7,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,25,16,"IL",16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,NA,0.123,480,0.123,"Y",12300,NA,16,41.9261553914963,-87.7215650629054,17031220701,"LOGAN SQUARE","(41.9261553914963, -87.7215650629054)",16
"291",455,"20-30",1,2,1,0,1,0.5,1,"M","WWH","N","Y","20-30","20-30",NA,NA,2016,16,16,NA,16,NA,NA,1,2015,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,NA,0.11847,455,0.11847,"Y",11847,NA,NA,41.956797965549,-87.7720436133904,17031150402,"PORTAGE PARK","(41.956797965549, -87.7720436133904)",16
"292",435,"less than 20",1,1,1,1,2,0.5,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,25,25,"IL",16,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.11485,435,0.11485,"Y",11485,NA,NA,41.9351136697918,-87.7516489297842,17031190200,"BELMONT CRAGIN","(41.9351136697918, -87.7516489297842)",16
"293",423,"less than 20",1,1,2,0,1,0.6,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,17,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11256,423,0.11256,"Y",11256,NA,NA,41.9498800866469,-87.73815501479,17031161100,"IRVING PARK","(41.9498800866469, -87.73815501479)",16
"294",420,"20-30",0,2,1,0,4,-1.2,0,"M","WWH","N","Y","20-30","20-30",NA,NA,2015,16,16,NA,16,NA,NA,2,2014,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.112,420,0.112,"Y",11200,NA,16,41.9605181090192,-87.7622858969125,17031150300,"PORTAGE PARK","(41.9605181090192, -87.7622858969125)",16
"295",420,"less than 20",1,1,2,1,0,0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,25,25,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.11212,420,0.11212,"Y",11212,NA,NA,41.9274146179614,-87.7804606076641,17031190601,"BELMONT CRAGIN","(41.9274146179614, -87.7804606076641)",16
"296",418,"20-30",1,2,2,1,0,-0.2,1,"M","WWH","Y","N","20-30","20-30",NA,NA,2015,25,25,NA,16,1,2008,NA,NA,"CHICAGO","IL",60639,NA,"Y",NA,NA,"20-30",2014,3,0.11163,418,0.11163,"Y",11163,NA,NA,41.920152180922,-87.7802654491604,17031191301,"BELMONT CRAGIN","(41.920152180922, -87.7802654491604)",16
"297",416,"less than 20",0,1,1,1,3,0.7,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,17,17,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11132,416,0.11132,"Y",11132,NA,17,41.9725485126377,-87.7237891688278,17031140302,"ALBANY PARK","(41.9725485126377, -87.7237891688278)",16
"298",416,"less than 20",0,2,0,0,0,0,0,"F","WWH","N","N","less than 20","less than 20",NA,NA,2016,16,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11134,416,0.11134,"Y",11134,NA,NA,41.9497086127981,-87.7521181658529,17031150800,"PORTAGE PARK","(41.9497086127981, -87.7521181658529)",16
"299",414,"20-30",2,2,1,1,1,-0.8,1,"M","WWH","Y","Y","20-30","20-30",NA,NA,2016,25,25,NA,16,1,2012,3,2011,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.11098,414,0.11098,"Y",11098,NA,NA,41.9352176386628,-87.7443888733133,17031190100,"BELMONT CRAGIN","(41.9352176386628, -87.7443888733133)",16
"300",411,"less than 20",1,1,1,1,0,0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2014,25,25,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.1103,411,0.1103,"Y",11030,NA,NA,41.934986421614,-87.7614634532603,17031190300,"BELMONT CRAGIN","(41.934986421614, -87.7614634532603)",16
"301",410,"less than 20",0,1,2,1,0,-0.2,1,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,16,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11029,410,0.11029,"Y",11029,NA,16,41.942290343237,-87.761717517966,17031151100,"PORTAGE PARK","(41.942290343237, -87.761717517966)",16
"302",410,"20-30",1,2,0,1,0,0.1,0,"M","WWH","Y","Y","20-30","20-30",NA,"Y",2015,25,25,"IL",16,3,2011,1,2008,"CHICAGO","IL",60634,NA,"Y",NA,NA,"20-30",2012,4,0.11012,410,0.11012,"Y",11012,NA,NA,41.920152180922,-87.7802654491604,17031191301,"BELMONT CRAGIN","(41.920152180922, -87.7802654491604)",16
"303",409,"less than 20",0,1,0,0,0,0.1,0,"M","WBH","N","N","less than 20","less than 20",NA,NA,2014,16,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11006,409,0.11006,"Y",11006,NA,NA,41.9887023939968,-87.804403181847,17031100300,"NORWOOD PARK","(41.9887023939968, -87.804403181847)",16
"304",409,"less than 20",0,2,0,0,1,-0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2014,16,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.10995,409,0.10995,"Y",10995,NA,NA,41.949591564608,-87.7619580289199,17031150700,"PORTAGE PARK","(41.949591564608, -87.7619580289199)",16
"305",408,"less than 20",1,1,0,1,0,0.9,0,"M","WHI","N","N","less than 20","less than 20",NA,NA,2016,17,17,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.10984,408,0.10984,"Y",10984,NA,NA,41.9526508474253,-87.7452551526775,17031831700,"PORTAGE PARK","(41.9526508474253, -87.7452551526775)",16
"306",405,"less than 20",0,0,3,1,0,0.8,1,"F","WHI","Y","N","less than 20","less than 20",NA,NA,2016,14,16,NA,16,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10933,405,0.10933,"Y",10933,NA,NA,41.9212455728918,-87.6850980023222,17031221600,"LOGAN SQUARE","(41.9212455728918, -87.6850980023222)",16
"307",404,"less than 20",0,1,1,1,1,-0.7,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2014,31,16,NA,16,1,2014,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",NA,NA,0.10905,404,0.10905,"Y",10905,NA,NA,NA,NA,0,NA,NA,16
"308",404,"less than 20",0,0,3,1,2,1.3,0,"M","U","N","Y","less than 20","less than 20",NA,NA,2016,16,16,NA,16,NA,NA,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10905,404,0.10905,"Y",10905,NA,NA,41.9887023939968,-87.804403181847,17031100300,"NORWOOD PARK","(41.9887023939968, -87.804403181847)",16
"309",404,"less than 20",0,0,4,1,1,-2.4,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2014,17,16,NA,16,1,2012,NA,NA,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",NA,NA,0.10902,404,0.10902,"Y",10902,NA,NA,41.9592098269761,-87.7129731663574,17031160501,"IRVING PARK","(41.9592098269761, -87.7129731663574)",16
"310",404,"less than 20",0,1,2,0,0,-1,1,"M","WHI","Y","N","less than 20","less than 20",NA,NA,2015,11,16,NA,16,1,2015,NA,NA,"CHICAGO","IL",60641,NA,"Y",NA,NA,"20-30",NA,NA,0.10909,404,0.10909,"Y",10909,NA,16,41.8917357163584,-87.7186524959449,17031231500,"HUMBOLDT PARK","(41.8917357163584, -87.7186524959449)",16
"311",500,"less than 20",0,0,8,1,3,1.2,3,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2016,24,24,"IL",17,1,2015,1,2015,NA,NA,NA,NA,"Y",2,2015,"less than 20",NA,NA,0.12747,500,0.12747,"Y",12747,NA,NA,42.0084880272041,-87.6859118605511,17031020400,"WEST RIDGE","(42.0084880272041, -87.6859118605511)",17
"312",484,"less than 20",0,0,3,1,5,-0.3,0,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,19,16,NA,17,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12373,484,0.12373,"Y",12373,NA,16,41.9363103048356,-87.6515617362764,17031063000,"LAKE VIEW","(41.9363103048356, -87.6515617362764)",17
"313",479,"less than 20",1,2,4,1,3,-1.3,2,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2016,19,17,"IL",17,2,2016,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12283,479,0.12283,"Y",12283,NA,NA,41.9448265449824,-87.6907879440293,17031843700,"NORTH CENTER","(41.9448265449824, -87.6907879440293)",17
"314",454,"less than 20",1,1,3,1,2,1.4,0,"M","WHI","N","Y","less than 20","less than 20",NA,NA,2016,17,17,NA,17,NA,NA,3,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.11823,454,0.11823,"Y",11823,NA,17,41.95008208711,-87.7226082363831,17031160900,"IRVING PARK","(41.95008208711, -87.7226082363831)",17
"315",449,"less than 20",0,2,1,1,2,0.4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,24,24,"IL",17,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11736,449,0.11736,"Y",11736,NA,NA,41.9940592425096,-87.6946305995904,17031020802,"WEST RIDGE","(41.9940592425096, -87.6946305995904)",17
"316",445,"less than 20",1,1,1,1,2,0.8,1,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2016,17,17,NA,17,NA,NA,1,2015,NA,NA,NA,NA,"N",NA,NA,"less than 20",2015,NA,0.11655,445,0.11655,"Y",11655,NA,NA,41.9692055170781,-87.7231695039366,17031140301,"ALBANY PARK","(41.9692055170781, -87.7231695039366)",17
"317",442,"less than 20",1,3,1,0,0,-1,1,"F","WWH","N","N","less than 20","less than 20",NA,NA,2014,15,25,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2014,NA,0.11612,442,0.11612,"Y",11612,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",17
"318",432,"20-30",2,2,2,1,3,-0.8,0,"M","BLK","N","Y","20-30","20-30",NA,"Y",2016,17,17,NA,17,NA,NA,4,2016,"CHICAGO","IL",60625,NA,"Y",1,2007,"20-30",2015,4,0.11416,432,0.11416,"Y",11416,17,NA,41.9425489553945,-87.7385700745049,17031161200,"IRVING PARK","(41.9425489553945, -87.7385700745049)",17
"319",431,"less than 20",1,2,1,0,1,0.3,0,"M","WBH","N","N","less than 20","less than 20",NA,NA,2015,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.11414,431,0.11414,"Y",11414,NA,17,41.9646520963313,-87.7210165819488,17031140602,"ALBANY PARK","(41.9646520963313, -87.7210165819488)",17
"320",425,"20-30",2,2,0,1,1,0.4,0,"M","WWH","N","N","20-30","20-30",NA,NA,2016,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,NA,0.11287,425,0.11287,"Y",11287,NA,17,41.9646520963313,-87.7210165819488,17031140602,"ALBANY PARK","(41.9646520963313, -87.7210165819488)",17
"321",419,"less than 20",1,2,0,1,2,-0.2,0,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2014,19,17,NA,17,1,2010,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.11178,419,0.11178,"Y",11178,NA,NA,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",17
"322",417,"less than 20",0,3,0,1,0,-0.4,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2013,14,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.1114,417,0.1114,"Y",11140,NA,NA,41.9157411008667,-87.6922564842995,17031832400,"LOGAN SQUARE","(41.9157411008667, -87.6922564842995)",17
"323",415,"less than 20",0,0,4,1,1,0.4,2,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,1,17,NA,17,2,2016,NA,NA,"CHICAGO","IL",60625,NA,"Y",NA,NA,"less than 20",NA,NA,0.11117,415,0.11117,"Y",11117,NA,NA,41.8792494128858,-87.6426224817324,17031281900,"NEAR WEST SIDE","(41.8792494128858, -87.6426224817324)",17
"324",414,"less than 20",0,2,0,0,0,0.3,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,31,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",NA,NA,0.11101,414,0.11101,"Y",11101,NA,NA,NA,NA,NA,NA,NA,17
"325",412,"20-30",0,3,0,1,0,-0.2,0,"M","WWH","N","N","20-30","20-30",NA,NA,2015,17,17,"IL",17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.11058,412,0.11058,"Y",11058,NA,17,41.9725485126377,-87.7237891688278,17031140302,"ALBANY PARK","(41.9725485126377, -87.7237891688278)",17
"326",412,"less than 20",1,1,2,1,1,-1,1,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2014,17,17,NA,17,1,2014,2,2013,NA,NA,NA,NA,"Y",1,2009,"20-30",2014,3,0.11053,412,0.11053,"Y",11053,NA,17,41.95008208711,-87.7226082363831,17031160900,"IRVING PARK","(41.95008208711, -87.7226082363831)",17
"327",412,"less than 20",0,0,2,1,0,1.1,2,"M","WBH","Y","N","less than 20","less than 20",NA,NA,2015,25,16,NA,17,2,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1105,412,0.1105,"Y",11050,NA,16,41.9278186319213,-87.7513623676055,17031190800,"BELMONT CRAGIN","(41.9278186319213, -87.7513623676055)",17
"328",411,"less than 20",0,2,0,0,0,-0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2014,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11042,411,0.11042,"Y",11042,NA,NA,41.9592098269761,-87.7129731663574,17031160501,"IRVING PARK","(41.9592098269761, -87.7129731663574)",17
"329",411,"less than 20",0,2,1,1,1,-0.3,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2013,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.11045,411,0.11045,"Y",11045,NA,NA,41.9646284444184,-87.7427950961147,17031160100,"IRVING PARK","(41.9646284444184, -87.7427950961147)",17
"330",410,"less than 20",1,2,0,0,0,-0.1,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2013,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2013,"20-30",2015,NA,0.1102,410,0.1102,"Y",11020,NA,NA,41.9644941847372,-87.7027751162822,17031140800,"ALBANY PARK","(41.9644941847372, -87.7027751162822)",17
"331",410,"20-30",0,2,2,1,1,-1.3,1,"M","WWH","Y","N","20-30","20-30",NA,NA,2014,24,17,"IL",17,1,2014,NA,NA,NA,NA,NA,NA,"Y",1,2008,"20-30",2011,NA,0.11011,410,0.11011,"Y",11011,NA,17,42.0016980111487,-87.6735738331508,17031830600,"ROGERS PARK","(42.0016980111487, -87.6735738331508)",17
"332",437,"20-30",0,4,0,0,0,0.1,0,"F","BLK","N","N","20-30","20-30",NA,NA,2014,6,6,"IL",18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2008,"20-30",NA,NA,0.11511,437,0.11511,"Y",11511,NA,NA,41.742475820453,-87.6300404373747,17031842400,"CHATHAM","(41.742475820453, -87.6300404373747)",18
"333",424,"less than 20",2,2,0,1,3,-0.9,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2013,18,5,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.11275,424,0.11275,"Y",11275,NA,NA,41.9058587901466,-87.6309007642946,17031080202,"NEAR NORTH SIDE","(41.9058587901466, -87.6309007642946)",18
"334",424,"less than 20",1,1,1,1,2,0.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,18,18,NA,18,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11272,424,0.11272,"Y",11272,NA,NA,41.9015665482398,-87.6384038673061,17031838300,"NEAR NORTH SIDE","(41.9015665482398, -87.6384038673061)",18
"335",423,"20-30",2,2,0,1,9,0.3,0,"M","BLK","N","Y","20-30","20-30",NA,"Y",2016,11,11,"IL",18,NA,NA,17,2016,"CHICAGO","IL",60608,NA,"Y",NA,NA,"30-40",2015,4,0.11261,423,0.11261,"Y",11261,NA,NA,41.8850448422193,-87.7138624803856,17031836800,"EAST GARFIELD PARK","(41.8850448422193, -87.7138624803856)",18
"336",418,"less than 20",0,0,0,1,7,-1.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,"IL",18,NA,NA,3,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11161,418,0.11161,"Y",11161,NA,NA,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",18
"337",412,"20-30",2,2,0,1,0,0.2,0,"M","BLK","N","N","20-30","20-30",NA,NA,2015,18,18,"IL",18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2014,NA,0.11051,412,0.11051,"Y",11051,NA,18,41.9074122958505,-87.6409014605702,17031080400,"NEAR NORTH SIDE","(41.9074122958505, -87.6409014605702)",18
"338",409,"20-30",0,1,2,1,3,-0.6,2,"M","WHI","N","Y","20-30","20-30",NA,NA,2015,19,17,NA,18,NA,NA,2,2014,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.10997,409,0.10997,"Y",10997,NA,17,41.9625703318427,-87.6405208673502,17031031400,"UPTOWN","(41.9625703318427, -87.6405208673502)",18
"339",406,"20-30",0,0,0,0,1,-0.2,0,"F","BLK","N","Y","20-30","20-30",NA,NA,2016,18,18,"IL",18,NA,NA,2,2016,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.1095,406,0.1095,"Y",10950,NA,NA,41.8979900734944,-87.641487036533,17031081900,"NEAR NORTH SIDE","(41.8979900734944, -87.641487036533)",18
